id,SMILES,Tg,FFV,Tc,Density,Rg,MW,NRings,HBranches,numRotate,MV,VDWV
853471397.0,*/C=C/CCCCCCC(Cl)CCCCCC*,,,0.3405,0.903154394,19.54188854,242.18012854399998,0,1,13,717.9223940168863,260.6827683008629
2102601525.0,*/C=C/CCCCCCCC*,,,0.368833333,0.822061556,19.34707652,138.140850576,0,0,8,492.3027574710608,168.02372107499716
1566591359.0,*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,,,0.31,0.891002299,16.02209513,582.5223253399998,0,1,38,1626.4157963914474,605.4953886846254
321552204.0,*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,,,0.332,,,694.6475258519998,0,1,46,1908.1403974643422,726.4036416449811
1434167997.0,*/C=C/CCCCCCCCCC(Cl)CCCCCCCCC*,,,0.342,0.878956685,20.00761368,326.274028928,0,1,19,934.4230393619819,351.53316994109264
483514243.0,*/C=C/CCCCCCCCCC*,,,0.4142,0.822074244,20.61494369,166.172150704,0,0,10,553.0688645790467,196.98563075546147
,*/C=C/c1cc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2ccccc2-3)c(*)cc1-c1ccc(F)cc1F,,,0.198,,,602.372407976,5,4,17,1500.8311881690508,604.8484287633875
695348815.0,*/C=C/c1cc(CCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCC,51.04706134,,,,,372.281701152,2,2,13,1076.6712977035006,407.6733912951326
1244119715.0,*/C=C/c1cc(CCCCCCCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCCCCCCC,,,0.368,0.89127614,15.68183389,512.438201792,2,2,23,1460.6206035252976,561.785063346401
344567495.0,*/C=C/c1cc(CCCCCCCCCCCC)c(*)s1,,,0.368,,,276.191171896,1,0,12,824.6545694512856,299.9080753071678
1275832134.0,*/C=C/c1cc(CCCCCCCCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCCCCCCCC,,,0.315,0.863597922,16.18461866,540.46950192,2,2,25,1543.0853605064249,591.5645716703359
2075083572.0,*/C=C/c1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(F)c(C(F)(F)F)c1,,,0.185,1.037733826,22.21132757,392.176328268,2,5,9,963.0148786482653,361.1493737802958
81725470.0,*/C=C/c1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,0.242,0.969832402,13.49779574,533.2929941079999,4,3,14,1360.8765742441103,533.6553706070624
,*/C=C/c1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC,,,0.258,,,296.177630008,4,1,5,780.3194258958384,295.0643744616287
992902333.0,*/C=C/c1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OCC1CC2CC1C1CCCC21,,,0.24,1.004037835,17.43472846,430.287180456,7,1,7,1061.176058482284,419.6300525284601
1582377269.0,*/C=C/c1cc(OCCCCCC)c(*)cc1OC,,,0.524,0.956645411,21.10266717,232.14632988,1,1,8,677.4189798206145,244.6975800636831
1701768765.0,*/C=C/c1cc(OCCCCCCCC)c(*)cc1OC,,,0.31,0.939190483,17.48153992,260.177630008,1,1,10,760.7279163424603,276.037972096655
1809618585.0,*/C=C/c1cc(OCCCCCCCCCCCC)c(*)cc1OC,,,0.251,0.902248035,20.35612021,316.240230264,1,1,14,914.5972414796696,336.5992405160494
1805828893.0,*/C=C/c1cc(OCCCCCCCCCCCCCCCC)c(/C=C/c2ccc(*)cc2)cc1OCCCCCCCCCCCCCCCC,,,0.333,0.88205721,15.92222857,684.584531672,2,2,35,1912.7439304256245,732.2420029212826
,*/C=C/c1cc(OCCc2ccccc2)c(*)cc1OC,,,0.285,,,252.115029752,2,1,6,713.3587677084644,259.76242612456645
807551839.0,*/C=C/c1ccc(*)c(-c2c(OCC(CC)CCCC)ccc3cc(-c4ccccc4)ccc23)c1,,,0.212,0.984517634,14.07025714,432.245315644,4,2,10,1136.1610311517422,448.27955042762704
,*/C=C/c1ccc(*)c(-c2c(OCC(CC)CCCC)ccc3ccccc23)c1,,,0.257,,,356.214015516,3,2,9,967.6885308628212,373.71275635121964
297020286.0,*/C=C/c1ccc(*)c(-c2cc(-c3ccccc3)c(OCC(CC)CCCC)cc2OCC(CC)CCCC)c1,,,0.256,0.919376466,12.57676107,510.349780712,3,4,17,1368.0942865302056,535.1230481635569
2117478348.0,*/C=C/c1ccc(*)c(-c2cc(OCC(CC)CCCC)c(-c3ccccc3)cc2OCC(CC)CCCC)c1,,,0.237,0.947690837,13.74155321,510.349780712,3,4,17,1360.8789894786557,534.1852926036136
317112247.0,*/C=C/c1ccc(*)c(-c2cc(OCC(CC)CCCC)c(OCC(CC)CCCC)cc2-c2ccccc2)c1,,,0.196,0.892538398,13.24845393,510.349780712,3,4,17,1340.9457624036945,532.5967849258733
442933041.0,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(C(F)(F)F)cc2)c1,,,0.184,0.956021414,17.81147708,494.243264956,3,6,11,1213.1402917502107,470.53411932876855
,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(F)cc2)c1,,,0.334,,,444.246458516,3,4,11,1168.4127478861662,448.3157151545907
1840288311.0,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(OC)cc2)c1,,,0.308,0.925658948,17.48157569,456.26644501199996,3,4,12,1217.4379405006164,466.4470310053989
,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccccc2)c1,,,0.307,,,426.255880328,3,4,11,1127.9943053367415,436.8256807967247
,*/C=C/c1ccc(*)c(-c2ccc(OCC(CC)CCCC)c3ccccc23)c1,,,0.219,,,356.214015516,3,2,9,976.1560891290073,372.72116049438614
216626801.0,*/C=C/c1ccc(*)c2ccc(CCCCCC)cc12,,,0.339,0.946624284,20.81567785,236.15650064,2,0,6,693.4388225605863,256.78765818812695
,*/C=C/c1ccc(*)c2ccc(CCCCCCCCCCC)cc12,,,0.27,,,306.23475096,2,0,11,895.5814048067584,335.89846939608464
71102106.0,*/C=C/c1ccc(*)cc1,43.3930774,,,1.006135387,25.25187791,102.046950192,1,0,1,355.6216254155119,120.87355099167762
1563279330.0,*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C#N)c5)cc4)cc3)cc2C#N)cc1,129.2206103,,,,,867.382477808,9,5,16,2152.0928606541133,858.2050344040501
1809467126.0,*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1,187.4626146,,,,,953.366749128,9,9,16,2201.3461330869254,881.1475493585137
287781923.0,*/C=C/c1sc(*)c(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,,,0.365,0.900179408,11.69721179,476.36880190399995,1,1,25,1312.3352879056524,497.2216198626917
1953349565.0,*/C=C/c1sc(/C=C/c2cc(CCCCCCCCCCCC)c(*)s2)cc1CCCCCCCCCCCC,,,0.291,,,552.382343792,2,1,25,1510.1142437024832,579.3853824100297
1004048009.0,*=C=C=C(CCCCOC(=O)NC(=O)OCCCC)C(=*)CCCCOC(=O)NC(=O)OCCCC,27.51087357,,,,,480.2471661119999,0,5,17,1226.4215109989718,447.5921574706311
1689883319.0,*=C=C=C(CCCCOC(=O)Nc1ccccc1)C(=*)CCCCOC(=O)Nc1ccccc1,,,,1.089327475,15.55466977,432.204907376,2,3,13,1130.1692521983691,423.1791746506423
407820973.0,*=C=C=C(CO)C(=*)CO,42.01413885,,,,,110.036779432,0,1,3,357.3698521108933,114.63037594756919
1932564704.0,*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,172.0633872,,,,,252.111006992,0,3,7,700.904217646848,240.6994884224783
364021169.0,*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(C)cc1,76.80290526,,,,,418.05448029599995,2,5,9,983.4709684029484,363.0174345895165
52181246.0,*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,55.30555285,,,,,450.0443095359999,2,5,11,1027.756290478238,379.08996420739845
281517661.0,*=C=C=C(Cn1c2ccccc2c2ccccc21)C(=*)Cn1c2ccccc2c2ccccc21,,,,1.114657106,12.21503123,408.16264864,6,3,5,1025.9002034275466,411.7172299579094
1547263064.0,*=CC#C[Si](C#CC=NN=*)(c1ccccc1)c1ccccc1,131.2577432,,,,,284.076974914,2,2,3,811.0912967300358,300.2596097747746
608511939.0,*=Cc1ccc(C(=O)CCCCC(=O)c2ccc(C=C3CN(C)CC(=*)C3=O)o2)o1,95.14114513,,,,,379.141972772,3,3,9,947.9390675779161,352.2517033900639
1721517021.0,*=Cc1ccc(C2=CSC(=*)S2)cc1,105.3372816,,,,,189.991092192,2,0,2,506.74805074866526,183.19856738564542
289972048.0,*=Cc1ccc(C=C2SC(=S)N(c3ccc(N4C(=O)C(=*)SC4=S)cc3)C2=O)cc1,187.1036635,,,,,437.96251155999994,4,3,4,964.9931595461251,371.3956651604347
,*=Nc1ccc(N=C(C)Nc2ccc(-c3ccc(NC(=*)C)c(C(=O)O)c3)cc2C(=O)O)cc1,89.38045943,,,,,428.1484551199999,3,5,8,1018.8412520293649,387.99192106496304
234538951.0,*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5cc6c(cc54)C(=*)OC6=O)c3)c2)c1,132.5253262,,,,,474.0851861679999,6,1,6,1100.226960058814,421.4237348604715
2080041266.0,*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5ccc(-c6ccc7c(c6)C(=O)OC7=*)cc54)c3)c2)c1,193.7356518,,,,,550.116486296,7,1,7,1272.987901690665,495.59555548484195
1293239198.0,*=c1cc2ccc3cc(=c4c5ccccc5c(=*)c5ccccc45)cc4ccc(c1)c2c34,437.49,,,,,376.125200512,7,4,0,900.9359238245719,365.9077201109088
1926476264.0,*=c1cc2ccc3cc(=c4oc(=*)c5ccc6cccc7c8cccc9ccc4c(c98)c5c67)cc4ccc(c1)c2c34,432.43,,,,,490.135765196,10,9,0,1089.1214857337468,454.38089906805845
699007218.0,*C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,,0.41367738,,,,549.43345076,3,8,15,1515.6098155265884,590.0421676802099
215274198.0,*C#CC#Cc1ccc(*)s1,49.13696662,,,,,129.987721064,1,0,0,431.17621573157646,144.916422645684
1583954692.0,*C#CC#Cc1ccc2c3ccc(*)cc3n(CCCCCCCCCCCCCCCC)c2c1,68.35869686,,,,,437.308250248,3,2,15,1231.2273858901196,472.2697401256402
2050550943.0,*C#CC(CCCCOC(=O)NCC(=O)OCCCC)=C(*)c1cncnc1,73.99227071,,,,,357.16885621600005,1,3,11,935.294405415102,340.65326264887653
1982249582.0,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,40.70123878,,,,,364.236207504,0,3,14,1005.7966122037537,364.2112524383228
1799502171.0,*C#CC(CCCCOC(=O)NCCCCCC)=C(*)CCCCOC(=O)NCCCCCC,5.219913288,,,,,448.330107888,0,3,20,1231.9065430361131,456.34576717551175
189875275.0,*C#CC(COS(=O)(=O)c1ccc(C)cc1)=C(*)COS(=O)(=O)c1ccc(C)cc1,,0.37237347,,,,418.05448029599995,2,5,8,993.8891959465079,364.1102454012055
1504763552.0,*C#CC(Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21)=C(*)Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21,-2.237818484,,,,,1305.164252736,6,7,64,,
2055325406.0,*C#CC(OS(=O)(=O)c1ccc(C)cc1)=C(*)OS(=O)(=O)c1ccc(C)cc1,164.1018919,,,,,390.02318016799995,2,5,6,906.3624940559152,335.9479840914533
211760119.0,*C#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,,0.40884949,,,,525.43345076,3,8,15,1438.118576026144,562.7170387369245
980966583.0,*C#Cc1cc(OC(COCCOCCOCCOC)COCCOCCOCCOC)c(C#Cc2cc(OCCOCCOCCOCCC(=O)[O][Na])c(*)cc2OCCOCCOCCOCCC(=O)[O][Na])cc1OC(COCCOCCOCCOC)COCCOCCOCCOC,-43.36051195,,,,,1448.6564305519996,2,7,74,,
1570200324.0,*C#Cc1cc(OCCCCCCCCCC)c(*)cc1OCCCCCCCCCC,61.85443636,,,,,412.334130648,1,1,20,1173.567242991213,444.9231502665978
133986624.0,*C#Cc1ccc(*)c(SCCCCCCCCCCCC)c1,53.41644401,,,,,300.191171896,1,0,12,879.1117910154236,323.4435778462883
303343344.0,*C#Cc1cccc(C#C[SiH2]*)c1,,0.47028838,,,,154.023876722,1,0,0,492.7354654442749,168.84738333069214
1254412515.0,*C#Cc1cccc(C#C[SiH](*)C)c1,,0.48442803,,,,168.039526786,1,0,0,544.8379376637172,187.330960642882
1365155281.0,*C#Cc1cccc(C#C[SiH](*)c2ccccc2)c1,,0.45724186,,,,230.05517685,2,0,1,689.3105153365051,247.91459933819112
1450236105.0,*C#Cc1cccc(C#C[Si](*)(C)C)c1,,0.49595595,,,,182.05517685,1,1,0,595.5782596232673,206.84729648469954
873632495.0,*C#Cc1ccccc1C#C[SiH](*)c1ccccc1,,0.43769633,,,,230.05517685,2,0,1,681.5282541436341,247.38933146007585
995559885.0,*C(*)(F)Cl,,0.33776563,,,,65.9672559,0,0,0,200.33238530186304,54.70914954156749
1683937350.0,*C(*)(F)F,,0.32274038,,,,49.99680644,0,0,0,165.26778878302943,41.270967392546346
812618019.0,*C(*)C,122.3867673,,0.203333333,,,28.031300127999998,0,0,0,175.21253970818566,46.45267851357751
299097300.0,*C(*)C(=O)OC,,0.33876364,,,,72.021129368,0,1,1,253.32537350999132,73.97837833473768
1268591883.0,*C(*)C(=O)OC(C)(C)C,12.73837737,,,,,114.06807956,0,3,1,365.3610449823671,119.83290825886907
207198573.0,*C(*)C(=O)OC(C)(C)CC,136.5678336,,,,,128.083729624,0,3,3,404.83211503319376,135.7550114794608
1808438148.0,*C(*)C(=O)OC(C)C,,0.38104788,,,,100.052429496,0,2,2,339.69096360668334,106.42941385818709
397580304.0,*C(*)C(=O)OC1CCCCC1,,0.40121578,,,,140.083729624,1,1,2,418.10371184782025,141.04857726346577
455634892.0,*C(*)C(=O)OCC,,0.36012778,,,,86.036779432,0,1,2,298.03620290192157,90.04712958810941
1699979757.0,*C(*)C(=O)OCCC,,0.38345076,,,,100.052429496,0,1,3,331.90018713073357,105.10001268313295
2039137441.0,*C(*)CC,,,0.206,,,42.046950192,0,0,1,215.71009506169753,61.991286229830486
1336943329.0,*C(*)F,,0.33115728,,,,32.006228252,0,0,0,148.55834977639344,36.10961677701159
2036966102.0,*C(*)O,,0.24565388,,,,30.010564684,0,0,0,150.33527316333164,36.60371836034052
118919299.0,*C(=C(*)c1ccc(C(C)(C)C)cc1)c1ccccc1,,0.47395904,,,,234.140850576,2,2,2,687.3202945582833,257.01092208489706
1748671851.0,*C(=C(*)c1ccc(CCCC)cc1)c1ccccc1,,0.42642935,,,,234.140850576,2,0,5,702.2099956603537,258.64785323817466
29482987.0,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,,0.40046864,,,,270.104465068,3,0,4,742.2814099961927,279.3643210623775
1978930507.0,*C(=C(*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,,0.45051401,,,,334.21167749,2,5,6,911.4455485480813,359.7658801807219
1401907543.0,*C(=C(C#N)c1ccc(C(=O)OC2CCN(*)CC2)cc1)c1ccc(OC)cc1,,0.38086854,,,,360.14739249999997,3,2,5,917.9463621075641,345.2470901776129
1882863686.0,*C(=C([2H])C([2H])([2H])C(*)([2H])[2H])C([2H])([2H])[2H],,0.40600876,,,,76.11281422399998,0,0,3,295.13982216590136,91.68717890721979
1713436070.0,*C(=C(c1ccc(*)cc1)c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccccc2)cc1,,0.39509432,,,,438.161979944,5,1,7,1119.027013674886,438.2889681508148
1753371685.0,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(C(F)(F)F)cc2)cc1OC)c1ccc(C(F)(F)F)cc1,,0.40216642,,,,552.1523992640001,4,7,7,1227.9273804256845,480.4766994619199
1098253429.0,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(F)cc2)cc1OC)c1ccc(F)cc1,,0.39273614,,,,452.158786384,4,3,7,1098.6577403317744,433.52274910738987
12395811.0,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,,0.37715059,,,,476.19875937599994,4,3,9,1199.0399828821924,468.3996444425798
398381683.0,*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccc(F)cc1,,0.38687983,,,,528.190086512,5,3,8,1287.9507283332987,506.9838579269127
1323609368.0,*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccc(F)cc1,,0.3940856,,,,502.174436448,5,3,7,1191.7161364341825,474.9140607036144
1034236621.0,*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccccc1,,0.3885182,,,,492.208930136,5,3,8,1250.9625635846003,496.16817151754094
410618641.0,*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccccc1,,0.39179983,,,,466.193280072,5,3,7,1177.7342250614965,466.3799272954428
1248082530.0,*C(=Cc1cc(OCCCCCCCC)c(C=C(c2ccccc2)c2ccc3c(c2)Sc2ccc(*)cc2S3)cc1OCCCCCCCC)c1ccccc1,,0.39856806,,,,750.3565229680001,6,3,21,,
2111187299.0,*C(=Cc1ccc(C=C(c2ccccc2)c2ccc(-c3ccc(*)cc3)cc2)cc1)c1ccccc1,,0.39715192,,,,432.187800768,5,1,6,1140.3088314965455,449.05735150044137
11955349.0,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,,0.39901234,,,,255.104799416,3,0,3,710.6492393300871,268.6762528287998
245779778.0,*C(=O)C(*)(C)C,105.8292511,,,0.919975664,25.84971423,70.041864812,0,1,1,265.5322724871233,80.9942342523784
1718537835.0,*C(=O)C1=C(*)C2C=CC1C2,,0.35458952,,,,118.041864812,2,0,1,358.28586585227794,122.10007298736353
627652902.0,*C(=O)C1C2C=CC(C2)C1*,,0.34482539,,,,120.057514876,2,0,1,,
1106240394.0,*C(=O)C1CC1C(=O)N1CCN(*)CC1,100.5840527,,,,,180.089877624,2,1,2,485.7814184129995,170.82143167995878
909955996.0,*C(=O)CCC1(CCC(=O)N2CCN(*)CC2)c2ccccc2-c2ccccc21,,0.35082586,,,,360.183778008,4,3,6,899.275555206573,347.34777567068033
1415406733.0,*C(=O)CCCCC(=O)c1ccc(C=C2CCC(=Cc3ccc(*)cc3)C2=O)cc1,197.4539358,,,,,370.15689456399997,3,2,8,953.9740236577201,363.89827925576145
1251718993.0,*C(=O)CCCCCCCCC(=O)N1CC(C)N(*)CC1C,,0.35664394,,,,280.215078136,1,2,9,771.6080928522142,281.339668279019
1455477899.0,*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,,0.3439724,,,,252.183778008,1,1,9,695.7087837270009,250.49459224069565
1560692719.0,*C(=O)CCCCCCCCC(=O)NC1CCCCN(*)C1,,0.34895116,,,,280.215078136,1,1,10,767.3319351797962,277.7441912148997
175456331.0,*C(=O)CCN1CCN(CCC(=O)N2CCN(*)CC2)CC1,40.58060093,,,,,280.189926008,2,1,6,718.9680285850744,265.34128406065406
1531901492.0,*C(=O)N(*)CC=C,164.8639006,,,,,83.03711378,0,0,2,303.7830564502177,93.38824279520904
776515253.0,*C(=O)N(*)CCCCCC,14.34014558,,,,,127.099714036,0,0,5,416.7450579710717,138.93901728283757
1791119608.0,*C(=O)N(*)CCCCCCCCCCCCCCCCCC,,,0.408,0.861970531,12.57201307,295.287514804,0,0,17,870.5593987945075,319.1371580978656
238223157.0,*C(=O)N(*)c1ccccc1,150.7130657,,,,,119.03711378,1,0,1,362.5529594459303,122.4460944915132
1175337954.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(C)C1=O,,0.37117268,,,,640.12302822,7,9,5,1404.4035103674487,550.1254117354255
236163730.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1,170.3261787,,,,,806.141570744,8,10,8,1750.7483442761186,692.9364141840666
1527011099.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(CC)(CC)C1=O,,0.36982444,,,,668.154328348,7,9,7,1477.88241387636,578.7485996131841
201251785.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C2(CCCCC2)C1=O,277.0792131,,,,,680.154328348,8,8,5,1479.3519298139936,586.647073171754
233996434.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(CC)C1=O,242.6534046,,,,,702.1056639040002,7,11,6,1492.5755962195146,586.1323700045677
1230182375.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2cccc(P(=O)(c4ccccc4)c4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)c2)C3=O)C(C)(C)C1=O,138.7903633,,,,,748.1359150100001,8,11,6,1626.9595584165972,643.4312691604603
375346790.0,*C(=O)N1C(=S)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccc(OC)cc1OC,,0.37126454,,,,848.1788288440001,8,11,10,1831.8901797066128,735.0510602689236
1837695049.0,*C(=O)N1C(=S)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccccc1,,0.3735679,,,,788.1576994760001,8,10,8,1705.7781494617236,683.3398961205946
1369201997.0,*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,,0.3545699,,,,485.23145647199993,5,3,6,1165.3352056837284,445.6793982157139
256964530.0,*C(=O)NC1CCCC(*)O1,,0.32360402,,,,127.063328528,1,0,1,362.15186772056694,120.36841303680634
2068084714.0,*C(=O)NCC(C)(C)CNC(=O)c1ncn(C)c1*,,0.33746625,,,,236.127325752,1,3,5,634.9971959915373,224.14548234045088
1932390500.0,*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)o1,,,0.217,,,292.17869262799996,1,1,12,795.1993601642055,285.396159503137
1515920130.0,*C(=O)NCCCCCCCCCCNC(=O)c1cccc(*)n1,49.59402876,,,,,303.19467704000004,1,1,12,835.6881091942231,298.96278644771724
368595823.0,*C(=O)NCCCCCCCCCCNC(=O)c1cncc(*)c1,85.60365033,,,,,303.19467704,1,1,12,820.1205141248576,297.15067840374286
574709027.0,*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1,,0.34059316,,,,247.132076784,1,1,8,656.7347019742848,236.50428840020012
578229955.0,*C(=O)NCCCCCCNC(=O)c1ccc(*)s1,42.90894132,,,,,252.093248752,1,1,8,672.0660324238002,235.97268183690545
2015742836.0,*C(=O)NCCCCCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,0.33363359,,,,391.153206152,3,3,9,959.0700497766856,358.4520150424038
