id,SMILES,Tg,FFV,Tc,Density,Rg,MW,NRings,HBranches,numRotate,MV,VDWV,DM,Longest_Path_Length
2102601525.0,*/C=C/CCCCCCCC*,,,0.368833333,0.822061556,19.34707652,138.140850576,0,0,8,485.98412820629824,164.6230510912864,0.12656704267035745,11
1566591359.0,*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,,,0.31,0.891002299,16.02209513,582.5223253399998,0,1,38,1593.7418808773684,600.920869194442,4.473929222808026,32
321552204.0,*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,,,0.332,,,694.6475258519998,0,1,46,1888.283262996513,722.1328501244908,2.396300359545777,40
1434167997.0,*/C=C/CCCCCCCCCC(Cl)CCCCCCCCC*,,,0.342,0.878956685,20.00761368,326.274028928,0,1,19,937.1838584330195,346.2795895377943,1.5080391163301292,22
483514243.0,*/C=C/CCCCCCCCCC*,,,0.4142,0.822074244,20.61494369,166.172150704,0,0,10,562.6318503687357,194.22312900913252,0.0880410017427235,13
,*/C=C/c1cc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2ccccc2-3)c(*)cc1-c1ccc(F)cc1F,,,0.198,,,602.372407976,5,4,17,1518.5518800202817,603.0940588950966,2.057182503174192,26
695348815.0,*/C=C/c1cc(CCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCC,51.04706134,,,,,372.281701152,2,2,13,1038.2299802439913,402.9319803456376,0.3171913600976783,14
1244119715.0,*/C=C/c1cc(CCCCCCCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCCCCCCC,,,0.368,0.89127614,15.68183389,512.438201792,2,2,23,1449.228675112514,557.7467197860135,0.17478565071262742,19
344567495.0,*/C=C/c1cc(CCCCCCCCCCCC)c(*)s1,,,0.368,,,276.191171896,1,0,12,798.7705135302783,293.1380324421317,1.4915859130717002,18
1275832134.0,*/C=C/c1cc(CCCCCCCCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCCCCCCCC,,,0.315,0.863597922,16.18461866,540.46950192,2,2,25,1506.1432449632698,583.9312063386382,0.4704834501284582,20
2075083572.0,*/C=C/c1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(F)c(C(F)(F)F)c1,,,0.185,1.037733826,22.21132757,392.176328268,2,5,9,937.3589313665325,355.75264077123614,2.9111789791978193,15
81725470.0,*/C=C/c1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,0.242,0.969832402,13.49779574,533.2929941079999,4,3,14,1355.9067244677697,531.4716899422475,4.645919738868071,19
,*/C=C/c1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC,,,0.258,,,296.177630008,4,1,5,770.2877065130752,290.21793845543993,0.37280681028779766,19
992902333.0,*/C=C/c1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OCC1CC2CC1C1CCCC21,,,0.24,1.004037835,17.43472846,430.287180456,7,1,7,1053.2727646057742,414.7329723483593,1.2899887677131443,20
1582377269.0,*/C=C/c1cc(OCCCCCC)c(*)cc1OC,,,0.524,0.956645411,21.10266717,232.14632988,1,1,8,665.3879156169281,240.19806671393727,0.48715735934592963,14
1701768765.0,*/C=C/c1cc(OCCCCCCCC)c(*)cc1OC,,,0.31,0.939190483,17.48153992,260.177630008,1,1,10,748.7042579482177,271.93576467235187,3.831162205715094,16
1809618585.0,*/C=C/c1cc(OCCCCCCCCCCCC)c(*)cc1OC,,,0.251,0.902248035,20.35612021,316.240230264,1,1,14,910.1116605396561,333.1815599323096,4.079699629721176,20
1805828893.0,*/C=C/c1cc(OCCCCCCCCCCCCCCCC)c(/C=C/c2ccc(*)cc2)cc1OCCCCCCCCCCCCCCCC,,,0.333,0.88205721,15.92222857,684.584531672,2,2,35,1925.9561217134412,729.7477168961868,0.9942537937101227,25
,*/C=C/c1cc(OCCc2ccccc2)c(*)cc1OC,,,0.285,,,252.115029752,2,1,6,702.6319742210202,255.83025756399627,0.37124589684839526,16
807551839.0,*/C=C/c1ccc(*)c(-c2c(OCC(CC)CCCC)ccc3cc(-c4ccccc4)ccc23)c1,,,0.212,0.984517634,14.07025714,432.245315644,4,2,10,1139.0633525347996,443.5922404117479,2.190492080702288,24
,*/C=C/c1ccc(*)c(-c2c(OCC(CC)CCCC)ccc3ccccc23)c1,,,0.257,,,356.214015516,3,2,9,947.710915998349,368.3773731720442,2.0246864262183117,24
297020286.0,*/C=C/c1ccc(*)c(-c2cc(-c3ccccc3)c(OCC(CC)CCCC)cc2OCC(CC)CCCC)c1,,,0.256,0.919376466,12.57676107,510.349780712,3,4,17,1346.2779958560366,527.9610664841049,2.391952508822757,20
2117478348.0,*/C=C/c1ccc(*)c(-c2cc(OCC(CC)CCCC)c(-c3ccccc3)cc2OCC(CC)CCCC)c1,,,0.237,0.947690837,13.74155321,510.349780712,3,4,17,1358.4375194325662,529.0687476832101,0.8454713355599063,20
317112247.0,*/C=C/c1ccc(*)c(-c2cc(OCC(CC)CCCC)c(OCC(CC)CCCC)cc2-c2ccccc2)c1,,,0.196,0.892538398,13.24845393,510.349780712,3,4,17,1352.316426664984,528.650204236646,1.786270498447837,19
442933041.0,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(C(F)(F)F)cc2)c1,,,0.184,0.956021414,17.81147708,494.243264956,3,6,11,1212.557800680162,467.7063706842105,1.392586428179253,19
,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(F)cc2)c1,,,0.334,,,444.246458516,3,4,11,1137.9145988448129,440.66934709475106,2.2970543027601185,19
1840288311.0,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(OC)cc2)c1,,,0.308,0.925658948,17.48157569,456.26644501199996,3,4,12,1188.9520434206559,459.1274630040443,4.124567676848604,19
,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccccc2)c1,,,0.307,,,426.255880328,3,4,11,1134.9493983046489,437.46144170473167,3.2737485518579614,19
,*/C=C/c1ccc(*)c(-c2ccc(OCC(CC)CCCC)c3ccccc23)c1,,,0.219,,,356.214015516,3,2,9,944.5040153044118,367.4833432487081,1.9723791171696499,22
216626801.0,*/C=C/c1ccc(*)c2ccc(CCCCCC)cc12,,,0.339,0.946624284,20.81567785,236.15650064,2,0,6,680.4666879083438,253.90136531349484,0.20417755628050363,16
,*/C=C/c1ccc(*)c2ccc(CCCCCCCCCCC)cc12,,,0.27,,,306.23475096,2,0,11,875.6803974792349,330.6557576316165,0.18051480629491373,21
71102106.0,*/C=C/c1ccc(*)cc1,43.3930774,,,1.006135387,25.25187791,102.046950192,1,0,1,345.1159388815928,117.34245975242659,0.2848079334770612,8
1563279330.0,*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C#N)c5)cc4)cc3)cc2C#N)cc1,129.2206103,,,,,867.382477808,9,5,16,2131.521196086383,856.163734011913,3.999892258444841,48
1809467126.0,*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1,187.4626146,,,,,953.366749128,9,9,16,2197.189938245076,876.3989772556477,4.257207840876339,48
287781923.0,*/C=C/c1sc(*)c(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,,,0.365,0.900179408,11.69721179,476.36880190399995,1,1,25,1324.8744813921348,496.1871756330565,2.987651617751033,20
1953349565.0,*/C=C/c1sc(/C=C/c2cc(CCCCCCCCCCCC)c(*)s2)cc1CCCCCCCCCCCC,,,0.291,,,552.382343792,2,1,25,1495.5450859682112,574.9483649159034,1.2013166007423133,24
1004048009.0,*=C=C=C(CCCCOC(=O)NC(=O)OCCCC)C(=*)CCCCOC(=O)NC(=O)OCCCC,27.51087357,,,,,480.2471661119999,0,5,17,,,,17
1689883319.0,*=C=C=C(CCCCOC(=O)Nc1ccccc1)C(=*)CCCCOC(=O)Nc1ccccc1,,,,1.089327475,15.55466977,432.204907376,2,3,13,,,,17
407820973.0,*=C=C=C(CO)C(=*)CO,42.01413885,,,,,110.036779432,0,1,3,,,,6
1932564704.0,*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,172.0633872,,,,,252.111006992,0,3,7,,,,10
364021169.0,*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(C)cc1,76.80290526,,,,,418.05448029599995,2,5,9,,,,13
52181246.0,*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,55.30555285,,,,,450.0443095359999,2,5,11,,,,13
281517661.0,*=C=C=C(Cn1c2ccccc2c2ccccc21)C(=*)Cn1c2ccccc2c2ccccc21,,,,1.114657106,12.21503123,408.16264864,6,3,5,,,,18
1547263064.0,*=CC#C[Si](C#CC=NN=*)(c1ccccc1)c1ccccc1,131.2577432,,,,,284.076974914,2,2,3,,,,10
608511939.0,*=Cc1ccc(C(=O)CCCCC(=O)c2ccc(C=C3CN(C)CC(=*)C3=O)o2)o1,95.14114513,,,,,379.141972772,3,3,9,,,,23
1721517021.0,*=Cc1ccc(C2=CSC(=*)S2)cc1,105.3372816,,,,,189.991092192,2,0,2,,,,10
289972048.0,*=Cc1ccc(C=C2SC(=S)N(c3ccc(N4C(=O)C(=*)SC4=S)cc3)C2=O)cc1,187.1036635,,,,,437.96251155999994,4,3,4,,,,20
,*=Nc1ccc(N=C(C)Nc2ccc(-c3ccc(NC(=*)C)c(C(=O)O)c3)cc2C(=O)O)cc1,89.38045943,,,,,428.1484551199999,3,5,8,,,,19
234538951.0,*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5cc6c(cc54)C(=*)OC6=O)c3)c2)c1,132.5253262,,,,,474.0851861679999,6,1,6,,,,31
2080041266.0,*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5ccc(-c6ccc7c(c6)C(=O)OC7=*)cc54)c3)c2)c1,193.7356518,,,,,550.116486296,7,1,7,,,,35
1293239198.0,*=c1cc2ccc3cc(=c4c5ccccc5c(=*)c5ccccc45)cc4ccc(c1)c2c34,437.49,,,,,376.125200512,7,4,0,,,,28
1926476264.0,*=c1cc2ccc3cc(=c4oc(=*)c5ccc6cccc7c8cccc9ccc4c(c98)c5c67)cc4ccc(c1)c2c34,432.43,,,,,490.135765196,10,9,0,,,,37
699007218.0,*C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,,0.41367738,,,,549.43345076,3,8,15,1499.998263789567,586.5383279378603,0.7222153667911186,32
215274198.0,*C#CC#Cc1ccc(*)s1,49.13696662,,,,,129.987721064,1,0,0,410.64178519831245,137.65075304163344,2.205338210320441,9
1583954692.0,*C#CC#Cc1ccc2c3ccc(*)cc3n(CCCCCCCCCCCCCCCC)c2c1,68.35869686,,,,,437.308250248,3,2,15,1234.013276975373,467.0499939371998,1.0998460362207243,31
2050550943.0,*C#CC(CCCCOC(=O)NCC(=O)OCCCC)=C(*)c1cncnc1,73.99227071,,,,,357.16885621600005,1,3,11,924.6338560078741,337.8295509337574,2.0781654366098885,17
1982249582.0,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,40.70123878,,,,,364.236207504,0,3,14,991.4842507357133,358.73827657860784,0.48892018730018133,14
1799502171.0,*C#CC(CCCCOC(=O)NCCCCCC)=C(*)CCCCOC(=O)NCCCCCC,5.219913288,,,,,448.330107888,0,3,20,1214.8358921303284,448.90994083711706,1.460877392265534,17
189875275.0,*C#CC(COS(=O)(=O)c1ccc(C)cc1)=C(*)COS(=O)(=O)c1ccc(C)cc1,,0.37237347,,,,418.05448029599995,2,5,8,987.3258183578972,359.22929734325766,3.528300934377449,13
1504763552.0,*C#CC(Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21)=C(*)Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21,-2.237818484,,,,,1305.164252736,6,7,64,,,,33
2055325406.0,*C#CC(OS(=O)(=O)c1ccc(C)cc1)=C(*)OS(=O)(=O)c1ccc(C)cc1,164.1018919,,,,,390.02318016799995,2,5,6,885.7041582566047,328.17620661750925,2.998232266260811,12
211760119.0,*C#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,,0.40884949,,,,525.43345076,3,8,15,1419.2666894775475,557.059022979993,0.6901438031511052,30
980966583.0,*C#Cc1cc(OC(COCCOCCOCCOC)COCCOCCOCCOC)c(C#Cc2cc(OCCOCCOCCOCCC(=O)[O][Na])c(*)cc2OCCOCCOCCOCCC(=O)[O][Na])cc1OC(COCCOCCOCCOC)COCCOCCOCCOC,-43.36051195,,,,,1448.6564305519996,2,7,74,,,,29
1570200324.0,*C#Cc1cc(OCCCCCCCCCC)c(*)cc1OCCCCCCCCCC,61.85443636,,,,,412.334130648,1,1,20,1180.9076695737363,439.3073446525853,1.047440979889021,19
133986624.0,*C#Cc1ccc(*)c(SCCCCCCCCCCCC)c1,53.41644401,,,,,300.191171896,1,0,12,854.8910806734667,318.56069087096876,0.9048911669945632,20
303343344.0,*C#Cc1cccc(C#C[SiH2]*)c1,,0.47028838,,,,154.023876722,1,0,0,471.4883775491991,161.27803645998475,1.4866106494990392,11
1254412515.0,*C#Cc1cccc(C#C[SiH](*)C)c1,,0.48442803,,,,168.039526786,1,0,0,523.7132040045148,180.5093218709732,1.3655496881490456,11
1365155281.0,*C#Cc1cccc(C#C[SiH](*)c2ccccc2)c1,,0.45724186,,,,230.05517685,2,0,1,668.9349403329879,240.6799302482283,1.172765457325179,16
1450236105.0,*C#Cc1cccc(C#C[Si](*)(C)C)c1,,0.49595595,,,,182.05517685,1,1,0,571.9346488646675,199.30530882081,1.1714942876194732,11
873632495.0,*C#Cc1ccccc1C#C[SiH](*)c1ccccc1,,0.43769633,,,,230.05517685,2,0,1,660.379400456903,241.06206348241483,1.3238540475931047,17
995559885.0,*C(*)(F)Cl,,0.33776563,,,,65.9672559,0,0,0,188.5576754805761,50.66764807653029,1.9440021966309888,2
1683937350.0,*C(*)(F)F,,0.32274038,,,,49.99680644,0,0,0,153.84029443492628,37.68084166617352,2.2680653970411617,2
812618019.0,*C(*)C,122.3867673,,0.203333333,,,28.031300127999998,0,0,0,164.6288850244564,43.134038553874575,0.011937973716841218,2
299097300.0,*C(*)C(=O)OC,,0.33876364,,,,72.021129368,0,1,1,245.1706833760091,71.12083655863533,0.7131377790642653,4
1268591883.0,*C(*)C(=O)OC(C)(C)C,12.73837737,,,,,114.06807956,0,3,1,357.3237524728419,116.7615233780231,0.6005707212124551,5
207198573.0,*C(*)C(=O)OC(C)(C)CC,136.5678336,,,,,128.083729624,0,3,3,392.7105086743114,131.92009306943854,0.6818673785551487,6
1808438148.0,*C(*)C(=O)OC(C)C,,0.38104788,,,,100.052429496,0,2,2,326.4318879543258,101.56512937747902,0.4077242480410907,5
397580304.0,*C(*)C(=O)OC1CCCCC1,,0.40121578,,,,140.083729624,1,1,2,407.310824885372,137.8118095911651,0.562570469766704,9
455634892.0,*C(*)C(=O)OCC,,0.36012778,,,,86.036779432,0,1,2,288.29596515246925,86.61737514728036,0.722752410462767,5
1699979757.0,*C(*)C(=O)OCCC,,0.38345076,,,,100.052429496,0,1,3,324.5189924431889,101.74754065992234,0.6081365585803632,6
2039137441.0,*C(*)CC,,,0.206,,,42.046950192,0,0,1,206.04372533162797,58.55110908040678,0.04091518407205616,3
1336943329.0,*C(*)F,,0.33115728,,,,32.006228252,0,0,0,137.36933567697915,32.45661350276043,2.0091170670592007,2
2036966102.0,*C(*)O,,0.24565388,,,,30.010564684,0,0,0,135.71837653837844,31.90964658046817,1.4701131214311691,2
118919299.0,*C(=C(*)c1ccc(C(C)(C)C)cc1)c1ccccc1,,0.47395904,,,,234.140850576,2,2,2,671.1424680819717,251.94609330226618,0.7535848677429281,8
1748671851.0,*C(=C(*)c1ccc(CCCC)cc1)c1ccccc1,,0.42642935,,,,234.140850576,2,0,5,671.6647127334526,251.4549825557627,0.18826102617692214,10
29482987.0,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,,0.40046864,,,,270.104465068,3,0,4,735.9361121138197,275.9705165306486,1.930531156614851,13
1978930507.0,*C(=C(*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,,0.45051401,,,,334.21167749,2,5,6,904.8546391085329,355.57110312900465,0.7553802613362494,9
1401907543.0,*C(=C(C#N)c1ccc(C(=O)OC2CCN(*)CC2)cc1)c1ccc(OC)cc1,,0.38086854,,,,360.14739249999997,3,2,5,894.5068036181043,337.8172888852454,3.976344693360128,14
1882863686.0,*C(=C([2H])C([2H])([2H])C(*)([2H])[2H])C([2H])([2H])[2H],,0.40600876,,,,76.11281422399998,0,0,3,281.49159960535553,87.13696112983806,0.04870319417328089,5
1713436070.0,*C(=C(c1ccc(*)cc1)c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccccc2)cc1,,0.39509432,,,,438.161979944,5,1,7,1119.6746313588037,437.0792546002602,3.4805343357483793,13
1753371685.0,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(C(F)(F)F)cc2)cc1OC)c1ccc(C(F)(F)F)cc1,,0.40216642,,,,552.1523992640001,4,7,7,1230.8156561444805,478.5724903155522,1.6062487519320792,14
1098253429.0,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(F)cc2)cc1OC)c1ccc(F)cc1,,0.39273614,,,,452.158786384,4,3,7,1072.1229915075785,424.13589953071084,2.689296985018432,14
12395811.0,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,,0.37715059,,,,476.19875937599994,4,3,9,1190.573090484175,464.05051002770165,3.4918351454982486,14
398381683.0,*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccc(F)cc1,,0.38687983,,,,528.190086512,5,3,8,1286.1712245414014,502.2775603305492,1.5944062206377227,18
1323609368.0,*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccc(F)cc1,,0.3940856,,,,502.174436448,5,3,7,1200.9485222742549,473.71995693124103,2.812759422018688,18
1034236621.0,*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccccc1,,0.3885182,,,,492.208930136,5,3,8,1214.349576823235,489.6369013812788,0.6604856000516395,18
410618641.0,*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccccc1,,0.39179983,,,,466.193280072,5,3,7,1161.7368801936163,461.95831787236557,0.6978591776602804,18
1248082530.0,*C(=Cc1cc(OCCCCCCCC)c(C=C(c2ccccc2)c2ccc3c(c2)Sc2ccc(*)cc2S3)cc1OCCCCCCCC)c1ccccc1,,0.39856806,,,,750.3565229680001,6,3,21,1882.2196030341697,738.4280097881092,1.637283150587018,22
2111187299.0,*C(=Cc1ccc(C=C(c2ccccc2)c2ccc(-c3ccc(*)cc3)cc2)cc1)c1ccccc1,,0.39715192,,,,432.187800768,5,1,6,1104.9165166072112,442.2354920099998,0.6778992794926378,18
11955349.0,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,,0.39901234,,,,255.104799416,3,0,3,707.2138227323719,262.8822020978895,1.2582843324702584,11
245779778.0,*C(=O)C(*)(C)C,105.8292511,,,0.919975664,25.84971423,70.041864812,0,1,1,255.7392983997613,77.3195821893135,2.4503586685137453,3
1718537835.0,*C(=O)C1=C(*)C2C=CC1C2,,0.35458952,,,,118.041864812,2,0,1,344.5274304585612,117.69487856147693,2.510962136382261,8
627652902.0,*C(=O)C1C2C=CC(C2)C1*,,0.34482539,,,,120.057514876,2,0,1,344.08628639488217,118.47823061335,2.4188035129512873,8
1106240394.0,*C(=O)C1CC1C(=O)N1CCN(*)CC1,100.5840527,,,,,180.089877624,2,1,2,470.9356087424488,165.14408526813904,0.6371547943850433,11
909955996.0,*C(=O)CCC1(CCC(=O)N2CCN(*)CC2)c2ccccc2-c2ccccc21,,0.35082586,,,,360.183778008,4,3,6,861.1651619273148,338.6253353985431,2.275256781271305,16
1415406733.0,*C(=O)CCCCC(=O)c1ccc(C=C2CCC(=Cc3ccc(*)cc3)C2=O)cc1,197.4539358,,,,,370.15689456399997,3,2,8,941.012551110485,360.65913535592193,2.3702674944137523,22
1251718993.0,*C(=O)CCCCCCCCC(=O)N1CC(C)N(*)CC1C,,0.35664394,,,,280.215078136,1,2,9,754.3019292378509,276.05054054385965,3.7760308811053234,17
1455477899.0,*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,,0.3439724,,,,252.183778008,1,1,9,670.7668517575368,244.76698745085574,4.813235950817255,16
1560692719.0,*C(=O)CCCCCCCCC(=O)NC1CCCCN(*)C1,,0.34895116,,,,280.215078136,1,1,10,753.898799229865,271.4900198549678,3.1228843008220046,18
175456331.0,*C(=O)CCN1CCN(CCC(=O)N2CCN(*)CC2)CC1,40.58060093,,,,,280.189926008,2,1,6,702.4643646381369,258.44374573009065,4.578617836831672,16
1531901492.0,*C(=O)N(*)CC=C,164.8639006,,,,,83.03711378,0,0,2,282.7313066524251,85.81663319549209,1.8374843786720714,5
776515253.0,*C(=O)N(*)CCCCCC,14.34014558,,,,,127.099714036,0,0,5,405.2244580579666,133.49289280462398,2.0971241532972504,8
1791119608.0,*C(=O)N(*)CCCCCCCCCCCCCCCCCC,,,0.408,0.861970531,12.57201307,295.287514804,0,0,17,853.9114761218206,315.3585928450879,2.103677315874689,20
238223157.0,*C(=O)N(*)c1ccccc1,150.7130657,,,,,119.03711378,1,0,1,353.921201832881,117.92138109806147,2.327991794866456,8
1175337954.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(C)C1=O,,0.37117268,,,,640.12302822,7,9,5,1385.3623531657336,545.0565371056251,1.391052376132676,32
236163730.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1,170.3261787,,,,,806.141570744,8,10,8,1738.5065227893751,690.8185637421343,9.243935510401124,33
1527011099.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(CC)(CC)C1=O,,0.36982444,,,,668.154328348,7,9,7,1459.944214424537,575.4825754862827,1.0322401007229183,32
201251785.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C2(CCCCC2)C1=O,277.0792131,,,,,680.154328348,8,8,5,1459.0777090240144,581.0877955686823,5.063081636367513,32
233996434.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(CC)C1=O,242.6534046,,,,,702.1056639040002,7,11,6,1472.5885535011814,581.9072509246457,4.117982025430702,32
